"date","close","volume","open","high","low"
"13:02","273.91","5,004,500","270.86","275","270.161"
"2018/09/12","268.2000","10464790.0000","271.1900","271.9800","261.9200"
"2018/09/11","272.8000","6069344.0000","272.8600","276.3999","272.0200"
"2018/09/10","274.7300","5499810.0000","272.7700","275.9300","271.0000"
"2018/09/07","271.8600","7380320.0000","269.0000","276.9300","267.1900"
"2018/09/06","272.7200","8062587.0000","277.7600","277.8600","271.3910"
"2018/09/05","278.4200","9820991.0000","282.9900","284.4200","275.1500"
"2018/09/04","283.7000","9786503.0000","280.1500","285.2200","279.0000"
"2018/08/31","280.6800","7652371.0000","277.0000","281.2000","276.6000"
"2018/08/30","277.8100","8636618.0000","277.2300","281.7170","276.3200"
"2018/08/29","278.4900","10472850.0000","273.9200","279.5000","273.0800"
"2018/08/28","274.3800","11865880.0000","275.6600","276.5800","269.5300"
"2018/08/27","275.9000","12605800.0000","273.4200","278.9000","272.1450"
"2018/08/24","272.2200","13274550.0000","267.1800","272.8100","267.0000"
"2018/08/23","266.8400","17982880.0000","261.2600","269.4800","260.7012"
"2018/08/22","262.8200","18677870.0000","252.0000","263.0200","251.8600"
"2018/08/21","253.3200","16708670.0000","248.5000","253.5000","247.7000"
"2018/08/20","247.8400","21327460.0000","243.1800","253.2000","238.7200"
"2018/08/17","244.8200","28534440.0000","252.9400","252.9700","243.7300"
"2018/08/16","257.4400","19284410.0000","261.9000","262.0000","255.0100"
"2018/08/15","259.0800","14725470.0000","262.2700","263.6390","255.9000"
"2018/08/14","261.4300","11455960.0000","260.3800","262.0000","257.0200"
"2018/08/13","256.1200","9340989.0000","255.1400","261.0000","255.0700"
"2018/08/10","254.7900","6386582.0000","253.1500","256.1000","252.7000"
"2018/08/09","256.4600","5053904.0000","259.1400","259.2500","256.1500"
"2018/08/08","258.4200","6539742.0000","257.0000","260.2400","255.5900"
"2018/08/07","256.9500","6444551.0000","256.0000","257.7000","254.9201"
"2018/08/06","254.0300","5180456.0000","251.5900","254.1700","249.7059"
"2018/08/03","252.1000","5352096.0000","251.6100","253.0600","250.9300"
"2018/08/02","250.6200","6716843.0000","243.5900","250.7800","241.2100"
"2018/08/01","246.4700","7033931.0000","246.1300","248.3599","243.8860"
"2018/07/31","244.8600","7068792.0000","243.7100","247.8800","242.1411"
"2018/07/30","244.1300","8488547.0000","252.5900","252.8300","242.7200"
"2018/07/27","252.0200","7379861.0000","256.3200","256.6000","249.8400"
"2018/07/26","254.8400","8078255.0000","251.0600","256.3300","250.3800"
"2018/07/25","251.8700","7922327.0000","249.0900","252.3800","246.7500"
"2018/07/24","248.7100","8858607.0000","251.3500","254.8500","248.0000"
"2018/07/23","249.4100","7517739.0000","249.8200","249.8900","243.2800"
"2018/07/20","250.8900","5557066.0000","251.9300","253.5000","250.4500"
"2018/07/19","252.0300","5843641.0000","250.9400","253.3900","250.3300"
"2018/07/18","251.7000","6926710.0000","253.3900","253.9500","249.6400"
"2018/07/17","253.6900","9024701.0000","246.2100","254.3000","245.1800"
"2018/07/16","248.2000","4894964.0000","248.2000","250.3400","247.7000"
"2018/07/13","249.3200","6171143.0000","251.9800","251.9800","247.6200"
"2018/07/12","251.2300","8627571.0000","249.3600","253.1700","248.9600"
"2018/07/11","247.5300","9163309.0000","249.5000","250.9000","247.1000"
"2018/07/10","253.2500","8926208.0000","249.7500","254.1400","248.1200"
"2018/07/09","249.2500","7573336.0000","250.3297","250.7200","246.0707"
"2018/07/06","247.3300","7402409.0000","241.7400","247.6650","240.8800"
"2018/07/05","242.7300","7560279.0000","239.0700","242.9300","237.5000"
"2018/07/03","236.8400","5568325.0000","243.6400","243.8800","236.5000"
"2018/07/02","242.2400","8839790.0000","234.0900","242.3900","233.2649"
"2018/06/29","236.9000","9791462.0000","243.4900","244.0000","236.8500"
"2018/06/28","240.8600","8437758.0000","235.3200","241.3400","235.0100"
"2018/06/27","235.7200","11327200.0000","243.7500","246.4300","235.5000"
"2018/06/26","241.9900","11952140.0000","243.7000","245.6500","239.9101"
"2018/06/25","239.1200","16625690.0000","246.6500","246.8000","235.5400"
"2018/06/22","250.9500","10837880.0000","257.9500","258.4900","250.3301"
"2018/06/21","257.1100","8966437.0000","263.6000","264.3400","256.8000"
"2018/06/20","262.3100","9232006.0000","261.8320","264.4500","260.2808"
"2018/06/19","260.1700","14851320.0000","260.9200","263.6400","255.0200"
"2018/06/18","265.0900","8888520.0000","263.4800","265.8000","262.3800"
"2018/06/15","265.2600","10788750.0000","264.6000","267.4800","263.3484"
"2018/06/14","266.9100","10728560.0000","264.2200","269.2000","263.6200"
"2018/06/13","262.4000","8341655.0000","262.6400","265.6700","262.0310"
"2018/06/12","262.5800","7947871.0000","261.6900","263.0700","259.6600"
"2018/06/11","260.6200","6609487.0000","261.7700","263.4500","260.1000"
"2018/06/08","262.2800","9005600.0000","259.9600","264.0000","259.2000"
"2018/06/07","262.9000","9224480.0000","265.0000","265.4785","259.2500"
"2018/06/06","265.1500","9278588.0000","261.4300","265.2800","260.7700"
"2018/06/05","265.0700","9774369.0000","264.9800","266.5900","263.1700"
"2018/06/04","264.8500","16018210.0000","259.0000","265.7400","257.7000"
"2018/06/01","257.6200","10523260.0000","254.0000","257.8700","253.6500"
"2018/05/31","252.1900","12333940.0000","251.7000","255.2000","251.2700"
"2018/05/30","252.9900","9742477.0000","249.9500","253.3400","248.9515"
"2018/05/29","248.5900","8792677.0000","248.5500","251.3400","246.7000"
"2018/05/25","249.2800","7293316.0000","248.2000","249.9400","246.7600"
"2018/05/24","247.6900","10891210.0000","247.3900","249.4000","245.2410"
"2018/05/23","247.5400","11048920.0000","240.2800","247.5900","240.2500"
"2018/05/22","242.7000","12945660.0000","244.7800","245.7999","240.2500"
"2018/05/21","244.2400","15941740.0000","249.8800","250.0300","240.4900"
"2018/05/18","245.9400","12065350.0000","249.8100","252.3700","245.7400"
"2018/05/17","247.7100","12971510.0000","246.0840","251.5000","245.4300"
"2018/05/16","246.0100","13798350.0000","244.0000","248.5200","242.5100"
"2018/05/15","245.5600","24027430.0000","252.7900","252.9000","241.5000"
"2018/05/14","255.3600","13057840.0000","256.0700","258.4900","254.4000"
"2018/05/11","254.5300","30318590.0000","252.7800","259.7900","250.5400"
"2018/05/10","260.1300","23895980.0000","257.9200","260.5000","257.2000"
"2018/05/09","255.7800","14829150.0000","251.2100","255.8700","250.1100"
"2018/05/08","250.4000","12586470.0000","248.6900","250.5100","246.7100"
"2018/05/07","248.6800","17155980.0000","243.2950","250.9900","242.8900"
"2018/05/04","239.0600","9981546.0000","231.8300","239.1889","231.1300"
"2018/05/03","232.9900","11024750.0000","227.6000","234.0500","225.7700"
"2018/05/02","226.3100","6688802.0000","227.0000","228.8000","225.2500"
"2018/05/01","227.1400","6303007.0000","224.5700","227.2500","222.2000"
"2018/04/30","224.9000","8184552.0000","226.9900","229.0000","224.1200"
"2018/04/27","226.3300","10005030.0000","229.5000","230.3000","224.6200"
"2018/04/26","225.2200","9298213.0000","223.2000","225.5500","220.5300"
"2018/04/25","216.6600","14623440.0000","220.0000","221.5750","210.3000"
"2018/04/24","221.2000","10325830.0000","224.9200","228.8000","218.5600"
"2018/04/23","223.8800","10313610.0000","229.4300","231.5000","222.8300"
"2018/04/20","228.7100","9589917.0000","228.6900","232.1000","227.4500"
"2018/04/19","229.0400","11763020.0000","231.7450","233.1000","226.8000"
"2018/04/18","236.3700","9759053.0000","235.5000","239.2500","232.7700"
"2018/04/17","237.5400","11148810.0000","233.6000","238.4000","231.3500"
"2018/04/16","231.4900","8744735.0000","231.7720","232.8400","227.6800"
"2018/04/13","231.5000","12557680.0000","237.1700","237.5100","229.5500"
"2018/04/12","234.6000","14779600.0000","230.0000","235.3200","228.2149"
"2018/04/11","226.2400","11476820.0000","227.3100","228.9760","224.9210"
"2018/04/10","227.9100","19057190.0000","224.7200","229.0000","222.4100"
"2018/04/09","215.4100","12435730.0000","216.8000","221.9700","214.6000"
"2018/04/06","214.2500","16554640.0000","217.2300","221.6000","213.0735"
"2018/04/05","221.3800","17402790.0000","228.6000","229.1300","218.4900"
"2018/04/04","226.2400","19692540.0000","215.0100","226.6606","214.0000"
"2018/04/03","225.3500","16641470.0000","227.8000","230.3500","221.3500"
"2018/04/02","221.0500","22947350.0000","228.7400","234.6500","217.5000"
"2018/03/29","231.5900","22809960.0000","224.1050","235.5000","220.7002"
"2018/03/28","221.3500","23603850.0000","224.1300","229.3900","217.0000"
"2018/03/27","225.5200","35119940.0000","247.7500","250.0000","219.8450"
"2018/03/26","244.4800","15254960.0000","238.0000","244.5300","235.9000"
"2018/03/23","232.9700","18371070.0000","242.4000","242.6700","232.5200"
"2018/03/22","241.8500","13714630.0000","246.0000","247.8800","240.3410"
"2018/03/21","248.5600","10947040.0000","249.3200","252.0000","247.3300"
"2018/03/20","249.5800","13825530.0000","241.1200","251.1500","241.1200"
"2018/03/19","241.0000","17704920.0000","248.1800","249.3500","237.0000"
"2018/03/16","250.4800","9972710.0000","250.0000","251.2500","248.4800"
"2018/03/15","249.3400","10026320.0000","249.2900","252.6200","247.6400"
"2018/03/14","248.7400","12610730.0000","249.4500","250.5500","246.2200"
"2018/03/13","247.7100","15453890.0000","251.4900","254.5000","246.0400"
"2018/03/12","249.7600","15093790.0000","247.0000","253.0000","246.6723"
"2018/03/09","245.3300","12620670.0000","243.1000","245.8500","242.4501"
"2018/03/08","241.1800","10342980.0000","242.9500","242.9500","239.3907"
"2018/03/07","241.8400","14517220.0000","238.0000","243.9500","237.9500"
"2018/03/06","242.1600","15633300.0000","239.1000","242.9400","237.3600"
"2018/03/05","235.6500","15489020.0000","234.5100","237.2500","229.5210"
"2018/03/02","236.5400","22808880.0000","227.8600","236.8000","221.8500"
"2018/03/01","232.2100","25981010.0000","241.9100","244.0900","228.1248"
"2018/02/28","242.0000","13018510.0000","246.5000","248.1000","241.5300"
"2018/02/27","246.0600","11359680.0000","245.5000","248.9100","245.1300"
"2018/02/26","246.5800","11677750.0000","247.8000","247.9800","244.0600"
"2018/02/23","245.9300","10345260.0000","244.5700","245.9300","242.5201"
"2018/02/22","242.1500","13333990.0000","242.7300","245.6300","239.5000"
"2018/02/21","241.5100","21106470.0000","251.6900","251.9675","241.3600"
"2018/02/20","249.0800","17117670.0000","244.7500","251.8700","244.6000"
"2018/02/16","243.8400","15926040.0000","245.4000","250.0000","243.4700"
"2018/02/15","246.5000","17428110.0000","244.7850","248.3700","241.5200"
"2018/02/14","241.4200","18567440.0000","231.0000","242.5925","230.5500"
"2018/02/13","232.6300","15615160.0000","226.5600","234.5000","225.2500"
"2018/02/12","228.0300","27253860.0000","235.3550","235.4800","225.0305"
"2018/02/09","232.0800","41816880.0000","238.2500","238.8900","217.5200"
"2018/02/08","217.5200","27093560.0000","233.8800","235.2200","217.5100"
"2018/02/07","228.8000","20029760.0000","229.5800","234.9700","226.7000"
"2018/02/06","225.5800","27645680.0000","204.4000","225.7000","204.0000"
"2018/02/05","213.7000","28976420.0000","227.0000","233.2300","205.0000"
"2018/02/02","233.5200","17890080.0000","237.0000","237.9700","231.1700"
"2018/02/01","240.5000","12890850.0000","238.5200","246.9000","238.0600"
"2018/01/31","245.8000","11907100.0000","245.7700","249.2700","244.4500"
"2018/01/30","242.7200","14227640.0000","241.1100","246.4200","238.4100"
"2018/01/29","246.8500","11360710.0000","242.7400","248.1100","240.6100"
"2018/01/26","243.3300","12874330.0000","238.1200","243.3400","237.6000"
"2018/01/25","236.3500","10219440.0000","238.0000","239.7500","235.7500"
"2018/01/24","235.8000","14497040.0000","239.0400","240.4936","233.5500"
"2018/01/23","238.9100","11796460.0000","235.8500","239.8300","235.1010"
"2018/01/22","233.6900","13734090.0000","230.4300","233.7600","228.1000"
"2018/01/19","230.1100","14741830.0000","228.0900","231.0900","227.0000"
"2018/01/18","224.4400","10184270.0000","223.9400","226.6400","222.6800"
"2018/01/17","224.7200","13429320.0000","220.7000","225.1200","216.9000"
"2018/01/16","220.1100","17249950.0000","224.0500","227.5100","216.6900"
"2018/01/12","222.9800","8984239.0000","223.6000","224.9900","221.3400"
"2018/01/11","224.0800","9949932.0000","225.0000","226.2700","223.2100"
"2018/01/10","223.6800","14467610.0000","218.2000","223.8200","216.0000"
"2018/01/09","221.9400","12406250.0000","222.2200","223.8200","218.6400"
"2018/01/08","222.0000","21763590.0000","220.4000","225.0000","218.5800"
"2018/01/05","215.4000","14427000.0000","214.1900","216.9100","211.0800"
"2018/01/04","213.5900","14551390.0000","215.7600","218.0500","212.6900"
"2018/01/03","212.4700","22749780.0000","204.1000","213.7000","203.7500"
"2018/01/02","199.3500","8715156.0000","195.7800","199.5000","194.5000"
"2017/12/29","193.5000","6977102.0000","198.4600","198.4600","193.5000"
"2017/12/28","197.4000","5997964.0000","198.1300","199.3800","197.1514"
"2017/12/27","197.1700","8220869.0000","196.9000","199.9700","196.3100"
"2017/12/26","197.4400","8859009.0000","193.0300","197.7500","191.8200"
"2017/12/22","195.2700","11645140.0000","194.4000","195.6500","191.2500"
"2017/12/21","195.8900","7510200.0000","196.9400","197.9500","195.5500"
"2017/12/20","196.8000","7212910.0000","197.7000","198.0700","194.5500"
"2017/12/19","196.1100","9282951.0000","197.5200","197.7300","194.9600"
"2017/12/18","197.9000","11889570.0000","193.2000","198.0200","192.0000"
"2017/12/15","191.5600","16718060.0000","188.2510","192.3800","185.6200"
"2017/12/14","186.4700","10922590.0000","185.9200","189.3400","184.6000"
"2017/12/13","186.1800","13823140.0000","192.5000","192.5500","185.8800"
"2017/12/12","190.8400","11339760.0000","192.9000","193.8400","189.8900"
"2017/12/11","194.6600","9268667.0000","192.0600","194.7800","191.4200"
"2017/12/08","191.4900","11531930.0000","194.0100","194.7800","191.1500"
"2017/12/07","191.9900","13393890.0000","191.9600","193.6000","190.1200"
"2017/12/06","189.2600","11595980.0000","185.7000","190.1400","184.8400"
"2017/12/05","187.7400","24512180.0000","182.4000","192.7000","180.5800"
"2017/12/04","186.6600","30960100.0000","200.0500","200.3000","184.5000"
"2017/12/01","197.6800","20251350.0000","199.3100","200.1300","192.4700"
"2017/11/30","200.7100","20567660.0000","199.2000","202.6800","196.6500"
"2017/11/29","196.4200","34867570.0000","210.0100","210.1226","191.2300"
"2017/11/28","210.7100","12795290.0000","214.3500","214.7300","208.2400"
"2017/11/27","214.1400","10557730.0000","217.3100","217.3600","214.0100"
"2017/11/24","216.9600","4518800.0000","215.5900","217.0000","214.6000"
"2017/11/22","214.9300","8909461.0000","217.0000","217.0000","213.6100"
"2017/11/21","216.0500","9955331.0000","215.6900","216.5200","214.4000"
"2017/11/20","214.0800","9872219.0000","211.9900","214.5700","210.5000"
"2017/11/17","211.3600","12863510.0000","213.9200","215.3500","210.7500"
"2017/11/16","211.6100","10985320.0000","212.9800","214.2000","211.2500"
"2017/11/15","209.9800","12513030.0000","211.9500","212.0000","207.8000"
"2017/11/14","214.1800","13197460.0000","213.0000","214.8000","211.2300"
"2017/11/13","212.6300","14527110.0000","216.1400","217.1700","212.0100"
"2017/11/10","216.1400","31295620.0000","213.0800","218.6700","211.6300"
"2017/11/09","205.3200","23767030.0000","205.2700","206.3300","200.3700"
"2017/11/08","209.1600","13032190.0000","211.8500","212.0000","207.2401"
"2017/11/07","212.0300","10668710.0000","210.5500","212.9000","210.0556"
"2017/11/06","209.6300","9729891.0000","207.2000","209.9800","206.7000"
"2017/11/03","208.6900","8811607.0000","207.2000","208.6900","205.3410"
"2017/11/02","205.9400","8532476.0000","206.0000","207.8100","203.6500"
"2017/11/01","207.2000","12465010.0000","209.3500","209.9700","204.6000"
"2017/10/31","206.8100","10257660.0000","205.1300","207.8900","204.9000"
"2017/10/30","203.8400","12582410.0000","201.8600","206.0899","201.2200"
"2017/10/27","201.8600","14283730.0000","197.8000","201.8700","196.7500"
"2017/10/26","195.6900","8012093.0000","194.7800","196.1600","193.8100"
"2017/10/25","193.6600","20678470.0000","197.0800","199.2200","191.1700"
"2017/10/24","198.6800","10094750.0000","196.9900","198.7500","195.9400"
"2017/10/23","196.6200","10690870.0000","197.7800","198.8500","195.8000"
"2017/10/20","196.9000","11255010.0000","198.4900","199.5900","196.5400"
"2017/10/19","197.8000","14176590.0000","194.4400","198.0000","192.4501"
"2017/10/18","197.5800","14158160.0000","198.1100","198.1400","193.3200"
"2017/10/17","197.7500","11629330.0000","197.0900","198.9000","196.3500"
"2017/10/16","197.9300","14352480.0000","195.8000","198.0480","193.2400"
"2017/10/13","194.5900","15683350.0000","193.5500","195.0000","191.6500"
"2017/10/12","191.0300","13124490.0000","191.0800","193.0900","189.9301"
"2017/10/11","190.9400","13207550.0000","189.6000","191.0000","187.7400"
"2017/10/10","188.9300","24317840.0000","191.4300","192.9500","187.2600"
"2017/10/09","185.3900","14024560.0000","182.7900","186.7300","182.0300"
"2017/10/06","181.3000","7950731.0000","179.6500","181.8400","179.0000"
"2017/10/05","180.7700","10910830.0000","181.8600","182.0000","179.5600"
"2017/10/04","180.8700","10680750.0000","179.6200","181.7700","178.1400"
"2017/10/03","179.3700","9731701.0000","179.2500","180.5800","177.5800"
"2017/10/02","179.0000","12567010.0000","180.8000","181.9800","177.0000"
"2017/09/29","178.7700","15447160.0000","179.0800","179.7300","177.2500"
"2017/09/28","175.6800","10862440.0000","176.0200","176.1800","173.7600"
"2017/09/27","175.7300","17756190.0000","175.6200","176.2700","172.7500"
"2017/09/26","171.9600","27800980.0000","176.4500","178.6800","170.3500"
"2017/09/25","171.0000","21820010.0000","177.7500","177.8000","170.1600"
"2017/09/22","179.0000","12260000.0000","180.3000","182.3100","178.6000"
"2017/09/21","180.7600","26862990.0000","181.6400","182.7000","177.6100"
"2017/09/20","185.8400","17255630.0000","187.5000","189.4200","184.2100"
"2017/09/19","187.3500","21789550.0000","185.5100","189.8500","184.6150"
"2017/09/18","187.5500","41889190.0000","185.1400","191.2000","184.8600"
"2017/09/15","180.1100","33954050.0000","172.8600","180.1100","172.6500"
"2017/09/14","169.4000","12790330.0000","168.7900","172.5600","167.8000"
"2017/09/13","170.3700","14503790.0000","168.5900","171.5400","167.2800"
"2017/09/12","169.6100","10263540.0000","170.0000","170.0000","166.9700"
